,calidad_juridica,calle,colonia,delito,edad,fecha_de_hechos,geo_x,geo_y,hora_de_hechos,llave_carpeta_de_investigación,llave_persona,municipio,sexo,stringasfactors,longitud,latitud,label
425,VICTIMA Y DENUNCIANTE,AVENIDA MONTEVIDEO ESQUINA RECIFE,LINDAVISTA,LESIONES CULPOSAS POR TRANSITO VEHICULAR,19,2018-01-24,485528.16214857,2155253.7575755,13:00,8050447,13622443,GUSTAVO A MADERO,Masculino,FALSE,-99.1379099167424,19.4918221775889,pgj
426,VICTIMA Y DENUNCIANTE,FRANCISCO VILLA,AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,22,2018-01-23,496105.53026704,2139416.7954914,13:30,8050547,13622711,IZTAPALAPA,Masculino,FALSE,-99.0370800563277,19.3487479924302,pgj
427,VICTIMA,ESTRELLA,SAN JUAN XALPA,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,70,2018-01-24,491492.0328925,2138070.0615719,14:10,8050558,13622735,IZTAPALAPA,Masculino,FALSE,-99.0810000964765,19.336562865163,pgj
428,VICTIMA Y DENUNCIANTE,GITANA,LA NOPALERA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,26,2018-01-24,494297.67654375,2133928.2109932,11:30,8050588,13622800,TLAHUAC,Masculino,FALSE,-99.0542766214124,19.2991413434987,pgj
429,VICTIMA,ANILLO PERIFERICO CANAL DE SAN JUAN,EL VERGEL,LESIONES CULPOSAS POR TRANSITO VEHICULAR,53,2018-01-24,492032.01705688,2136078.8621914,17:00,8050698,13623064,IZTAPALAPA,Masculino,FALSE,-99.0758508748437,19.3185698995268,pgj
430,VICTIMA Y DENUNCIANTE,FRONTERA,SAN ANGEL,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,42,2018-01-24,479477.8019049,2138681.0443683,15:20,8050736,13623191,ALVARO OBREGON,Masculino,FALSE,-99.1953877958155,19.3419977889056,pgj
431,NA,PONIENTE 112,AMPLIACIÓN PANAMERICANA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-24,485289.78410872,2153598.1106557,11:45,8050742,NA,GUSTAVO A MADERO,NA,FALSE,-99.1401686696944,19.4768580523488,pgj
432,VICTIMA Y DENUNCIANTE,XOCHIPILLI,SAN ANDRÉS TOTOLTEPEC,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,31,2018-01-24,483018.1646539,2128774.0878508,17:00,8050782,13623403,TLALPAN,Masculino,FALSE,-99.1615928999999,19.2524980998343,pgj
433,VICTIMA,24 DE MARZO DE 1867,LEYES DE REFORMA 3A SECCIÓN,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,NA,2018-01-24,493524.68261426,2143124.6701538,19:00,8050810,13623454,IZTAPALAPA,Femenino,FALSE,-99.0616654343054,19.3822505879343,pgj
434,VICTIMA,CALZADA LA VIGA,LA ASUNCIÓN,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,27,2018-01-24,487195.8678604,2144004.1726349,13:00,8050818,13623474,IZTACALCO,Masculino,FALSE,-99.1219415422588,19.3901684903161,pgj
435,VICTIMA Y DENUNCIANTE,CALZ. TENORIOS,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,49,2018-01-24,487848.56345029,2132888.8806373,21:30,8050936,13623725,TLALPAN,Masculino,FALSE,-99.1156547698435,19.2897199558382,pgj
436,NA,COLOSIO,BUENAVISTA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-24,483999.16000416,2149802.4309221,23:30,8050938,NA,CUAUHTEMOC,NA,FALSE,-99.152434502663,19.4425458021229,pgj
437,VICTIMA,INSURGENTES  SUR,SANTA ÚRSULA XITLA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),NA,2018-01-24,481549.30218387,2132225.6868034,05:20,8050986,13624064,TLALPAN,Masculino,FALSE,-99.17560322575,19.283678632551,pgj
438,VICTIMA,FLORENCIA,JUÁREZ,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-25,482500.39954539,2147890.5077138,02:30,8050987,13623871,CUAUHTEMOC,Masculino,FALSE,-99.1666950038746,19.4252547750995,pgj
439,VICTIMA,AV. DEL  TALLER,EL PARQUE,LESIONES CULPOSAS POR TRANSITO VEHICULAR,50,2018-01-25,487540.62208415,2146631.3874967,09:10,8050999,13623920,VENUSTIANO CARRANZA,Masculino,FALSE,-99.118675459133,19.4139135136367,pgj
440,LESIONADO,AV. DEL  TALLER,EL PARQUE,LESIONES CULPOSAS POR TRANSITO VEHICULAR,78,2018-01-25,487540.62208415,2146631.3874967,09:10,8050999,13686574,VENUSTIANO CARRANZA,Masculino,FALSE,-99.118675459133,19.4139135136367,pgj
441,VICTIMA,AV. DEL  TALLER,EL PARQUE,LESIONES CULPOSAS POR TRANSITO VEHICULAR,72,2018-01-25,487540.62208415,2146631.3874967,09:10,8050999,13915347,VENUSTIANO CARRANZA,Femenino,FALSE,-99.118675459133,19.4139135136367,pgj
442,VICTIMA Y DENUNCIANTE,SIETE,AGRÍCOLA PANTITLAN,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,52,2018-01-24,493933.95569081,2145622.8049581,11:00,8051188,13624378,IZTACALCO,Masculino,FALSE,-99.0577758317564,19.4048282456049,pgj
443,VICTIMA,PROLONGACION DIVISION DEL NORTE,SAN LORENZO LA CEBADA,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,36,2018-01-25,487209.09057931,2131488.2406245,13:00,8051259,13624558,XOCHIMILCO,Masculino,FALSE,-99.1217317721777,19.2770578748231,pgj
444,LESIONADO,PROLONGACION DIVISION DEL NORTE,SAN LORENZO LA CEBADA,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,14,2018-01-25,487209.09057931,2131488.2406245,13:00,8051259,13686709,XOCHIMILCO,Masculino,FALSE,-99.1217317721777,19.2770578748231,pgj
445,VICTIMA,MARCOS H. PULIDO,EDUCACIÓN,LESIONES CULPOSAS POR TRANSITO VEHICULAR,NA,2018-01-25,486058.45268909,2137629.3593748,13:46,8051349,13624863,COYOACAN,Masculino,FALSE,-99.1327271929911,19.3325497663702,pgj
446,LESIONADO,EJE 5 SUR,NARVARTE,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,44,2018-01-25,483542.05462245,2143438.2457985,13:30,8051392,13624961,BENITO JUAREZ,Masculino,FALSE,-99.1567340489271,19.3850273955313,pgj
447,VICTIMA Y DENUNCIANTE,AVENIDA DE LOS 100  METROS,TLACAMACA,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,NA,2018-01-25,485415.90562242,2153462.0594319,15:00,8051407,13625002,GUSTAVO A MADERO,Masculino,FALSE,-99.1389658547591,19.4756294573921,pgj
448,VICTIMA,AV. CAMINO A SANTA TERESA,FUENTES DEL PEDREGAL,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,51,2018-01-25,476826.72187036,2135254.7069431,15:25,8051411,13625010,TLALPAN,Masculino,FALSE,-99.2205865096823,19.311004149553,pgj
449,VICTIMA Y DENUNCIANTE,AVENIDA 506,SAN JUAN DE ARAGÓN I SECCIÓN,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,46,2018-01-25,490322.39886557,2151417.8311686,15:15,8051479,13625152,GUSTAVO A MADERO,Femenino,FALSE,-99.0922035029533,19.4571851533725,pgj
450,VICTIMA,HOMERO,POLANCO,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,21,2018-01-26,479242.83660142,2149078.5610726,01:15,8051757,13626377,MIGUEL HIDALGO,Masculino,FALSE,-99.1977382623787,19.4359603233131,pgj
451,VICTIMA,CARRETERA SAN MATEO - SANTA ROSA,SAN MATEO TLALTENANGO,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,NA,2018-01-26,470216.87449252,2139269.2821111,03:30,8051785,13626473,CUAJIMALPA DE MORELOS,Masculino,FALSE,-99.2835677606738,19.3471979741768,pgj
452,CADAVER,AUTOPISTA MEXICO PUEBLA  21+589 (AVENIDA PRINCIPAL),AMPLIACIÓN EMILIANO ZAPATA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),40,2018-01-26,502445.97466205,2138422.7112518,07:25,8051806,13626547,IZTAPALAPA,Masculino,FALSE,-98.9767126396791,19.3397663934717,pgj
453,VICTIMA Y DENUNCIANTE,AV. FERROCARRIL HIDALGO,TRES ESTRELLAS,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,31,2018-01-24,487981.2696265,2152941.223012,19:40,8051917,13626941,GUSTAVO A MADERO,Masculino,FALSE,-99.1145182865966,19.4709396525795,pgj
454,VICTIMA Y DENUNCIANTE,AV. BENITO JUAREZ,SOLIDARIDAD NACIONAL,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,52,2018-01-26,483845.69890338,2160587.2553061,07:50,8051928,13626955,GUSTAVO A MADERO,Masculino,FALSE,-99.1539886055965,19.5400088423419,pgj
455,VICTIMA,GALINDO Y VILLA,JARDÍN BALBUENA,LESIONES CULPOSAS POR TRANSITO VEHICULAR,75,2018-01-26,489544.4513254,2147361.7802811,12:55,8052042,13627453,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0995930478837,19.4205257290957,pgj
456,CADAVER,GALINDO Y VILLA,JARDÍN BALBUENA,LESIONES CULPOSAS POR TRANSITO VEHICULAR,74,2018-01-26,489544.4513254,2147361.7802811,12:55,8052042,13686633,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0995930478837,19.4205257290957,pgj
457,VICTIMA,EJE CINCO SUR,RENOVACIÓN,LESIONES CULPOSAS POR TRANSITO VEHICULAR,11,2018-01-26,495083.8120548,2142037.9195043,13:08,8052118,13627840,IZTAPALAPA,Masculino,FALSE,-99.0468148056607,19.3724337106487,pgj
458,VICTIMA Y DENUNCIANTE,CALLE 10,BOSQUE DE CHAPULTEPEC III SECCIÓN,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,31,2018-01-26,476980.02261295,2144831.2505312,09:50,8052125,13627859,MIGUEL HIDALGO,Masculino,FALSE,-99.219242849622,19.3975517265689,pgj
459,VICTIMA Y DENUNCIANTE,CALZ. DE TLALPAN,EL CENTINELA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,70,2018-01-26,485221.84522707,2137627.4969605,12:10,8052134,13627879,COYOACAN,Masculino,FALSE,-99.1406918840588,19.3325269629294,pgj
460,VICTIMA Y DENUNCIANTE,ANILLO PERIFERICO (BLVD. ADOLFO LOPEZ MATEOS),INSURGENTES CUICUILCO,LESIONES CULPOSAS POR TRANSITO VEHICULAR,33,2018-01-25,480805.62003921,2134413.5815333,18:10,8052186,13628106,COYOACAN,Masculino,FALSE,-99.1827030814904,19.3034444661959,pgj
461,LESIONADO,ANILLO PERIFERICO (BLVD. ADOLFO LOPEZ MATEOS),INSURGENTES CUICUILCO,LESIONES CULPOSAS POR TRANSITO VEHICULAR,30,2018-01-25,480805.62003921,2134413.5815333,18:10,8052186,13684645,COYOACAN,Femenino,FALSE,-99.1827030814904,19.3034444661959,pgj
462,VICTIMA Y DENUNCIANTE,JOSE MARIA DE JOARISTIC,PARAJE SAN JUAN,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A BIENES INMUEBLES,38,2018-01-13,492153.35443546,2138836.6188804,12:00,8052202,13628278,IZTAPALAPA,Femenino,FALSE,-99.0747071405841,19.3434931960648,pgj
463,VICTIMA Y DENUNCIANTE,VIVORILLAS,LA PRADERA II,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,64,2018-01-23,493189.50916355,2152944.9033981,21:00,8052203,13628279,GUSTAVO A MADERO,Masculino,FALSE,-99.0648925693432,19.4709974767775,pgj
464,VICTIMA,CALZADA IGNACIO ZARAGOZA Y AVENIDA TELECOMUNICACIONES,UNIDAD EJÉRCITO CONSTITUCIONALISTA,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,37,2018-01-26,494438.56667035,2143199.9215783,13:20,8052220,13628458,IZTAPALAPA,Masculino,FALSE,-99.0529625999999,19.3829333998337,pgj
465,VICTIMA Y DENUNCIANTE,H. CONGRESO DE LA UNION,JANITZIO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,32,2018-01-26,487767.096262,2150362.2940913,12:00,8052253,13628884,VENUSTIANO CARRANZA,Femenino,FALSE,-99.1165423444683,19.4476320182497,pgj
466,LESIONADO,EJE CENTRAL,PERALVILLO,LESIONES CULPOSAS POR TRANSITO VEHICULAR,67,2018-01-26,485552.02953627,2151981.1052193,15:45,8052255,13628894,CUAUHTEMOC,Femenino,FALSE,-99.1376574886369,19.462246772174,pgj
467,LESIONADO,MONTERREY,ROMA NORTE,LESIONES CULPOSAS POR TRANSITO VEHICULAR,45,2018-01-26,482889.70311952,2146527.321179,15:50,8052260,13628998,CUAUHTEMOC,Femenino,FALSE,-99.1629743668079,19.4129387025783,pgj
468,VICTIMA,"CARRILES CENTRALES DE PERIFERICO CON DIRECCION AL SUR, A LA ALTURA DE CALLE REYES ESPINDOLA",PERIODISTA,LESIONES CULPOSAS POR TRANSITO VEHICULAR,NA,2018-01-26,476915.13372388,2150631.6625956,15:20,8052293,13629291,MIGUEL HIDALGO,Masculino,FALSE,-99.2199313682589,19.4499704730462,pgj
469,LESIONADO,"CARRILES CENTRALES DE PERIFERICO CON DIRECCION AL SUR, A LA ALTURA DE CALLE REYES ESPINDOLA",PERIODISTA,LESIONES CULPOSAS POR TRANSITO VEHICULAR,26,2018-01-26,476915.13372388,2150631.6625956,15:20,8052293,13904229,MIGUEL HIDALGO,Masculino,FALSE,-99.2199313682589,19.4499704730462,pgj
470,LESIONADO,ISABEL LA CATOLICA,CENTRO,LESIONES CULPOSAS POR TRANSITO VEHICULAR,NA,2018-01-26,485610.15406537,2148222.0627727,17:17,8052304,13629330,CUAUHTEMOC,Masculino,FALSE,-99.1370751653055,19.4282758942825,pgj
471,NA,JUAN DE LA BERRERA,LA CONCHITA ZAPOTITLÁN,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-26,500141.28580974,2127064.6716351,14:00,8052400,NA,TLAHUAC,NA,FALSE,-98.9986557,19.2371206998337,pgj
472,VICTIMA Y DENUNCIANTE,VIADUCTO MIGUEL ALEMAN,PIEDAD NARVARTE,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-12,484215.41350727,2145500.7773175,01:00,8052438,13629563,BENITO JUAREZ,Masculino,FALSE,-99.150338577489,19.4036724545386,pgj
473,VICTIMA Y DENUNCIANTE,EJE 10,COPILCO UNIVERSIDAD,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,66,2018-01-23,481055.90833885,2138043.4829654,09:40,8052507,13629700,COYOACAN,Masculino,FALSE,-99.1803566860711,19.3362514394762,pgj
474,VICTIMA Y DENUNCIANTE,H. CONGRESO DE LA UNION,LORENZO BOTURINI,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,47,2018-01-26,487260.67437885,2146958.8506744,20:50,8052537,13629779,VENUSTIANO CARRANZA,Masculino,FALSE,-99.1213441498834,19.4168711209546,pgj
475,NA,LINDAVISTA,LINDAVISTA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-26,486757.59083302,2155373.8261541,17:00,8052549,NA,GUSTAVO A MADERO,NA,FALSE,-99.1261948934466,19.4929158030756,pgj
476,VICTIMA,CALLE 5,CUCHILLA PANTITLAN,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,41,2018-01-26,493739.23676663,2147499.8921745,11:55,8052557,13629827,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0596366099156,19.4217913979261,pgj
477,VICTIMA Y DENUNCIANTE,EJE 6 ANGEL URRAZA,DEL VALLE CENTRO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,59,2018-01-26,482657.14558048,2143168.7447191,15:20,8052568,13629852,BENITO JUAREZ,Masculino,FALSE,-99.1651588276585,19.3825843850694,pgj
478,VICTIMA,SOLES,PEÑÓN DE LOS BAÑOS,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,17,2018-01-26,491576.81975227,2149711.8524344,22:00,8052571,13629862,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0802444170271,19.4417735074817,pgj
479,VICTIMA,SOLES,PEÑÓN DE LOS BAÑOS,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,18,2018-01-26,491576.81975227,2149711.8524344,22:00,8052571,13629863,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0802444170271,19.4417735074817,pgj
480,VICTIMA,SOLES,PEÑÓN DE LOS BAÑOS,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,24,2018-01-26,491576.81975227,2149711.8524344,22:00,8052571,13629864,VENUSTIANO CARRANZA,Femenino,FALSE,-99.0802444170271,19.4417735074817,pgj
481,VICTIMA,SOLES,PEÑÓN DE LOS BAÑOS,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,25,2018-01-26,491576.81975227,2149711.8524344,22:00,8052571,13629865,VENUSTIANO CARRANZA,Femenino,FALSE,-99.0802444170271,19.4417735074817,pgj
482,FALLECIDO,DELFIN MADRIGAL,PEDREGAL DE SANTO DOMINGO,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),35,2018-01-27,481757.45261035,2136719.7706387,01:20,8052575,13629872,COYOACAN,Masculino,FALSE,-99.1736650329566,19.3242951140914,pgj
483,VICTIMA Y DENUNCIANTE,AV. UNIVERSIDAD,DEL VALLE CENTRO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,46,2018-01-26,482983.01328153,2142359.8402199,21:15,8052588,13629908,BENITO JUAREZ,Masculino,FALSE,-99.1620483164944,19.3752768821703,pgj
484,FALLECIDO,ANILLO PERIFERICO SUR,GRANJAS COAPA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),23,2018-01-27,488117.0267665,2133823.5923059,03:00,8052598,13629932,TLALPAN,Masculino,FALSE,-99.1131053999999,19.2981688998335,pgj
485,VICTIMA,AV. REVOLUCION,SAN ANGEL,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,21,2018-01-27,479962.68264799,2138716.0671463,01:00,8052600,13629941,ALVARO OBREGON,Masculino,FALSE,-99.1907717289759,19.3423191911081,pgj
486,VICTIMA,AV. EDUARDO MOLINA,EL COYOL,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,21,2018-01-26,490115.30241507,2154697.7635864,03:10,8052604,13629949,GUSTAVO A MADERO,Masculino,FALSE,-99.0941937411593,19.4868255713816,pgj
487,VICTIMA,AV. EDUARDO MOLINA,EL COYOL,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,19,2018-01-26,490115.30241507,2154697.7635864,03:10,8052604,13629950,GUSTAVO A MADERO,Masculino,FALSE,-99.0941937411593,19.4868255713816,pgj
488,VICTIMA,AV. EDUARDO MOLINA,EL COYOL,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,31,2018-01-26,490115.30241507,2154697.7635864,03:10,8052604,13629951,GUSTAVO A MADERO,Femenino,FALSE,-99.0941937411593,19.4868255713816,pgj
489,VICTIMA Y DENUNCIANTE,CAMINO SAN JUAN DE ARAGON,15 DE AGOSTO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,23,2018-01-27,488315.94671326,2154359.2305591,02:00,8052687,13630181,GUSTAVO A MADERO,Femenino,FALSE,-99.1113381357815,19.4837564544778,pgj
490,NA,DR. LUCIO,DOCTORES,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-25,484076.7165575,2147638.6485235,10:30,8052692,NA,CUAUHTEMOC,NA,FALSE,-99.1516774945623,19.4229918271935,pgj
491,NA,CIRCUITO DEL AJUSCO,SANTO TOMAS AJUSCO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-27,477325.41027277,2126415.8314902,05:30,8052747,NA,TLALPAN,NA,FALSE,-99.2157349622448,19.2311297678013,pgj
492,NA,AVENIDA AZTECAS,AJUSCO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-26,483128.46453433,2136543.7842583,01:30,8052775,NA,COYOACAN,NA,FALSE,-99.1606117870573,19.3227166273431,pgj
493,VICTIMA Y DENUNCIANTE,AV. 47,GENERAL IGNACIO ZARAGOZA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,48,2018-01-27,490517.74795186,2146032.1217273,03:15,8052832,13630395,VENUSTIANO CARRANZA,Masculino,FALSE,-99.0903154028757,19.4085140976744,pgj
494,VICTIMA Y DENUNCIANTE,CARRETERA  A  SAN PABLO,SAN LUCAS XOCHIMANCA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-24,487946.26172601,2127417.7550688,17:50,8052839,13630405,XOCHIMILCO,Masculino,FALSE,-99.1146905086106,19.2402757507954,pgj
495,NA,AVENIDA AZTECAS,AJUSCO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-27,483128.46453433,2136543.7842583,09:40,8052866,NA,COYOACAN,NA,FALSE,-99.1606117870573,19.3227166273431,pgj
496,VICTIMA,FRANCISCO DEL PASO Y TRONCOSO CARRILES LADO PONIENTE,SANTA CRUZ,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,0,2018-01-27,488223.21881332,2143734.6485044,12:00,8052891,13630503,IZTACALCO,Masculino,FALSE,-99.1121558004429,19.387739020881,pgj
497,VICTIMA Y DENUNCIANTE,RIO MISISIPI,CUAUHTÉMOC,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,53,2018-01-27,481886.21503949,2148086.735428,11:00,8052906,13630549,CUAUHTEMOC,Femenino,FALSE,-99.1725473610187,19.4270226641801,pgj
498,VICTIMA Y DENUNCIANTE,EL ROSAL,SAN PEDRO MÁRTIR,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,26,2018-01-25,482263.97585052,2130259.4271123,22:00,8052940,13630619,TLALPAN,Masculino,FALSE,-99.168783194,19.2659152138338,pgj
499,VICTIMA Y DENUNCIANTE,PIRULES,VALLE DE SANTA MARÍA,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,31,2018-01-27,489627.36897723,2127009.358704,17:40,8052951,13630639,XOCHIMILCO,Femenino,FALSE,-99.0986926997915,19.2365942166268,pgj
500,NA,GUAYABO,ARENAL,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-27,483961.45408911,2152111.1517056,10:40,8052976,NA,AZCAPOTZALCO,NA,FALSE,-99.1528132490941,19.4634098877912,pgj
501,LESIONADO,VALERIO  TRUJANO,GUERRERO,LESIONES CULPOSAS POR TRANSITO VEHICULAR,47,2018-01-27,484922.58489074,2149350.8611791,18:40,8052985,13687942,CUAUHTEMOC,Femenino,FALSE,-99.1436337830001,19.4384720425899,pgj
502,VICTIMA,ANILLO PERIFERICO CANAL DE GARAY,EL VERGEL,LESIONES CULPOSAS POR TRANSITO VEHICULAR,NA,2018-01-27,491894.55737581,2135874.5011403,22:40,8053109,13630975,IZTAPALAPA,Masculino,FALSE,-99.0771585489085,19.3167224652671,pgj
503,NA,LERDO,NONOALCO TLATELOLCO,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-28,485170.22538567,2150759.2818993,01:15,8053123,NA,CUAUHTEMOC,NA,FALSE,-99.1412856752442,19.451202102064,pgj
504,VICTIMA,NICOLAS BRAVO,PALMATITLA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),35,2018-01-28,485656.65799898,2161711.5630616,02:50,8053141,13631058,GUSTAVO A MADERO,Masculino,FALSE,-99.1367344879547,19.5501832351509,pgj
505,CADAVER,NICOLAS BRAVO,PALMATITLA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),23,2018-01-28,485656.65799898,2161711.5630616,02:50,8053141,13688164,GUSTAVO A MADERO,Masculino,FALSE,-99.1367344879547,19.5501832351509,pgj
506,CADAVER,FRANCISCO DEL PASO Y TRONCOSO,JARDÍN BALBUENA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),25,2018-01-28,488131.51737794,2146482.9366653,03:55,8053142,13631059,VENUSTIANO CARRANZA,Masculino,FALSE,-99.1130462680023,19.4125755140141,pgj
507,CADAVER,FRANCISCO DEL PASO Y TRONCOSO,JARDÍN BALBUENA,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),0,2018-01-28,488131.51737794,2146482.9366653,03:55,8053142,13800249,VENUSTIANO CARRANZA,Masculino,FALSE,-99.1130462680023,19.4125755140141,pgj
508,VICTIMA,MONTERREY,ROMA NORTE,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,21,2018-01-28,482870.85693855,2146605.368756,03:40,8053146,13631070,CUAUHTEMOC,Masculino,FALSE,-99.1631545784175,19.4136438763103,pgj
509,VICTIMA,CALZADA ERMITA IZTAPALAPA,LOS ÁNGELES,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-28,492792.98745799,2139338.6740719,04:40,8053147,13631074,IZTAPALAPA,Masculino,FALSE,-99.0686191572934,19.3480328340045,pgj
510,VICTIMA,CALZADA ERMITA IZTAPALAPA,LOS ÁNGELES,DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL,NA,2018-01-28,492792.98745799,2139338.6740719,04:40,8053147,13631075,IZTAPALAPA,Masculino,FALSE,-99.0686191572934,19.3480328340045,pgj
