id_global,id_PGJ,id_SSC,id_C5,fecha_incidente,hora_incidente,calle,colonia,alcaldia,lat,lon,delito_pgj,categoria_delito_pgj,fiscalia,agencia,unidad_investigacion,no_folio_ssc,tipo_evento_ssc,tipo_interseccion,zona_ssc,cuadrante_ssc,sector_ssc,reporte_ssc,tipo_vehiculo_1,tipo_vehiculo_2,tipo_vehiculo_3,tipo_vehiculo_4,marca_vehiculo_1,marca_vehiculo_2,marca_vehiculo_3,marca_vehiculo_4,ruta_transporte_publico,matricula_1,matricula_2,matricula_3,matricula_4,condicion,lesiones,edad_occiso,edad_lesionado,total_occisos,total_lesionados,identidad,unidad_medica_de_apoyo,matricula_unidad_medica,lugar_del_deceso,trasladados_lesionado,hospital,observaciones_ssc,codigo_cierre_c5,incidente_c4,clas_con_f_alarma_c5,tipo_entrada_c5
97,22515,11777,C5/181003/05987,03/10/2018,16:27:38,AREA DE CARGA  Y DESCARGA  DEL PASILLO R   FRENTE AL NUMERO DEL LOCAL 158,CENTRAL DE ABASTO,IZTAPALAPA,19.37201724,-99.08709011,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-3,UI-1SD,738601,ATROPELLADO,T,3,O-1.1.3,ABASTO REFORMA,ABASTO REFORMA,CAMION DE CARGA,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,FX DE CRANEO,40,NA,1,0,PEATON,CCO,MX002G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
98,22641,12069,C5/181008/05972,08/10/2018,15:40:55,AV.   MORELOS,SEVILLA,VENUSTIANO CARRANZA,19.40899843,-99.12378463,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-3CD,748459,ATROPELLADO,T,1,N-4.3.9,MERCED BALBUENA,MERCED BALBUENA,CAMION DE CARGA,NA,NA,NA,INTERNATIONAL,NA,NA,NA,NA,410EE9,NA,NA,NA,OCCISO,DECESO POR POLITRAUMATISMO,SD,NA,1,0,PEATON,CCO,MX068G2,EN EL LUGAR DE LOS HECHOS,0,NA,SD,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
99,22688,12247,C5/181011/00964,11/10/2018,06:04:41,CENTENARIO,SANTIAGO ATZACOALCO,GUSTAVO A MADERO,19.49635037,-99.09765734,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-2CD,753724,ATROPELLADO,T,1,SD,QUIROGA,QUIROGA,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,DECESO POR ATROPELLAMIENTO,28,NA,1,0,PEATON,CCO,383,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
100,22712,12297,C5/181012/00873,12/10/2018,03:48:06,MARINA NACIONAL,ANAHUAC,MIGUEL HIDALGO,19.44510069,-99.17961902,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-5,UI-3CD,755505,ATROPELLADO,CRUZ,5,Z.P.14,TACUBA,TACUBA,CAMION DE CARGA,NA,NA,NA,KENWORTH,NA,NA,NA,NA,4258CK,NA,NA,NA,OCCISO,POLITRAUMATIZADO,38,NA,1,0,PEATON,CRUZ ROJA/CCO,15,EN EL LUGAR DE LOS HECHOS,0,NA,SD,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,RADIO
101,22760,12396,C5/181013/10699,13/10/2018,22:04:26,RICARTE,LINDAVISTA,GUSTAVO A MADERO,19.48841671,-99.13385094,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-2SD,759287,CHOQUE,CRUZ,1,Z.P.1,LINDAVISTA,LINDAVISTA,AUTOMOVIL,MOTOCICLETA,NA,NA,HONDA,YAMAHA,NA,NA,NA,201ZPH,WVP6W,NA,NA,OCCISO,DECESO POR TCE,16,NA,1,0,PASAJERO,CRUZ ROJA/CCO,39,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
102,22757,12396,C5/181013/10699,13/10/2018,22:04:26,RICARTE,LINDAVISTA,GUSTAVO A MADERO,19.48782116,-99.13184498,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,759287,CHOQUE,CRUZ,1,Z.P.1,LINDAVISTA,LINDAVISTA,AUTOMOVIL,MOTOCICLETA,NA,NA,HONDA,YAMAHA,NA,NA,NA,201ZPH,WVP6W,NA,NA,OCCISO,DECESO POR TCE,16,NA,1,0,PASAJERO,CRUZ ROJA/CCO,39,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
103,22762,12407,C5/181014/00156,14/10/2018,00:16:52,CALZADA VALLEJO,SAN JOSÉ DE LA ESCALERA,GUSTAVO A MADERO,19.52685619,-99.16873938,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,759425,ATROPELLADO,T,1,Z.P.1,TICOMAN,TICOMAN,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,DECESO,25,NA,1,0,PEATON,CRUZ ROJA/CCO,39,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
104,22775,12412,C5/181014/08103,14/10/2018,16:57:52,SANTA CRUZ,SAN MIGUEL TOPILEJO,TLALPAN,19.19427299,-99.14348067,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-3CD,760709,ATROPELLADO,T,4,SD,TOPILEJO,TOPILEJO,AUTOMOVIL,NA,NA,NA,HONDA,NA,NA,NA,NA,880XDK,NA,NA,NA,OCCISO,TCE EN PARENTAL IZQ,64,NA,1,0,PEATON,CCO,1002,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
105,22939,12819,C5/181021/01942,21/10/2018,04:22:58,CALZADA DE TLALPAN,EL RELOJ,COYOACAN,19.31740896,-99.14076168,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-4,UI-3CD,773173,ATROPELLADO,T,4,SD,XOTEPINGO,XOTEPINGO,AUTOMOVIL,NA,NA,NA,BORA,NA,NA,NA,NA,993WWJ,NA,NA,NA,OCCISO,DECESO POR ATROPELLAMIENTO,SD,NA,1,0,PEATON,CCO,SD,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,ZELLO
106,22974,12925,C5/181022/07086,22/10/2018,18:20:14,CARRETERA FEDERAL XOCHIMILCO- OAXTEPEC,SAN JOSÉ (SANTA ANA TLACOTENCO),MILPA ALTA,19.17245745,-99.00403661,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MILPA ALTA,MIL-1,UI-2CD,775852,VOLCADURA,T,3,7,TECOMITL,TECOMITL,TAXI,NA,NA,NA,VERSA,NA,NA,NA,NA,A7100M,NA,NA,NA,OCCISO,DECESO VITALES HX EN PARTE OXIPITAL EN CRANEO,22,18,1,1,PASAJERO,CCO,9614,EN EL LUGAR DE LOS HECHOS,1,SD,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
107,23066,13148,C5/181026/07859,26/10/2018,18:43:55,GRAL. JUAN CRISOSTOMO BONILLA,JUAN ESCUTIA,IZTAPALAPA,19.38816209,-99.03590976,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3CD,783383,CHOQUE,T,3,SD,OASIS,OASIS,BICICLETA,MICROBUS,NA,NA,SD,MERCEDES BENZ,NA,NA,71,NA,90145,NA,NA,OCCISO,DECESO POR TRAUMATISMO,30,NA,1,0,CICLISTA,ERUM/CCO,MX057G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
108,23120,13311,C5/181029/00480,29/10/2018,01:42:41,"AV. RIO  CHURUBUSCO,    ESQUINA AV.  UNIVERSIDAD",XOCO,BENITO JUAREZ,19.35973547,-99.17155383,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-3,UI-2SD,787955,DERRAPADO,RECTA,4,SD,PORTALES,PORTALES,MOTOCICLETA,NA,NA,NA,KTM DUKE 390,NA,NA,NA,NA,9X1RH,NA,NA,NA,OCCISO,DECESO POR EXPOSICION DE MASA ENCEFALICA ,SD,NA,1,0,MOTOCICLISTA,CCO,HELP 01,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,ZELLO
109,23125,13272,C5/181029/01307,29/10/2018,06:29:16,CALZADA ERMITA IZTAPALAPA,REFORMA POLÍTICA,IZTAPALAPA,19.34414129,-99.03107891,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-3SD,788137,ATROPELLADO,T,3,2,QUETZAL,QUETZAL,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,TCE,60,NA,1,0,PEATON,CCO,MX066G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
110,23141,13339,C5/181030/00220,30/10/2018,00:58:38,CALZADA IGNACIO ZARAGOZA EN DIRECCIÓN DE ORIENTE A PONIENTE,AREA FEDERAL PARQUE ECOLOGICO EL SALADO,IZTAPALAPA,19.36637666,-99.00678062,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3CD,789728,CHOQUE,T,3,SD,OASIS,OASIS,AUTOMOVIL,OBJETO FIJO,NA,NA,HONDA,NA,NA,NA,NA,NBF4166,NA,NA,NA,OCCISO,DECESO,20,NA,1,0,CONDUCTOR,CRUZ ROJA/CCO,DF30CR,EN EL LUGAR DE LOS HECHOS,0,NA,ARBOL,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
111,23166,13385,C5/181031/01816,31/10/2018,08:16:27,AVENIDA INSURGENTES NORTE,TEPEYAC INSURGENTES,GUSTAVO A MADERO,19.490654,-99.12083499,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-2CD,791904,CHOQUE,CRUZ,1,Z.P.1,TEPEYAC,TEPEYAC,MICROBUS,BICICLETA,NA,NA,MERCEDES BENZ,TRICICLO,NA,NA,18,972TL026,NA,NA,NA,OCCISO,DECESO POR POSISBLE TCE,70,NA,1,0,CICLISTA,CCO,DF002,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
112,23241,13584,C5/181103/05502,03/11/2018,14:31:28,COCONETLA,EL OCOTAL,LA MAGDALENA CONTRERAS,19.29965538,-99.26072429,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-2,UI-2CD,797785,CHOQUE,CRUZ,4, S-3.1.9,DINAMO,DINAMO,MICROBUS,AUTOMOVIL,AUTOMOVIL,NA,COMBI,CHEVY,NISSAN,NA,66,66005,MNC8430,K797636,NA,OCCISO,DECESO,56,17,1,1,PEATON,CCO,748PC,EN EL LUGAR DE LOS HECHOS,1,SD,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
113,23255,13608,C5/181104/01905,04/11/2018,04:44:50,MIRADOR,PALMAS,LA MAGDALENA CONTRERAS,19.31342744,-99.25183441,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-1,UI-2SD,798780,ATROPELLADO,T,4,SD,SAN JERONIMO,SAN JERONIMO,AUTOMOVIL,NA,NA,NA,PONTIAC  ,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,MUERTE POR ATROPELLAMIENTO,20,NA,1,0,PEATON,CCO,671,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
114,23265,13653,C5/181104/06518,04/11/2018,15:45:57,FERROCARRIL DE CUERNAVACA,SAN JERÓNIMO ACULCO,LA MAGDALENA CONTRERAS,19.31740646,-99.23098031,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-2,UI-3CD,SD,CHOQUE,DESNIVEL,4,SD,DINAMO,DINAMO,AUTOMOVIL,OBJETO FIJO,NA,NA,POINTER,NA,NA,NA,NA,MYZ4873,NA,NA,NA,OCCISO,POLITRAUMATIZADO,25,NA,1,0,CONDUCTOR,ERUM/CCO,39 MX005G2,EN EL LUGAR DE LOS HECHOS,0,NA,ARBOL,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
115,23270,13622,C5/181104/09766,04/11/2018,23:05:41,EJE CENTRAL LAZARO CARDENAS Y EJE DOS,NONOALCO TLATELOLCO,CUAUHTEMOC,19.45455095,-99.13838086,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-1,UI-3SD,800088,ATROPELLADO,CRUZ,2,7,TLATELOLCO,TLATELOLCO,AUTOMOVIL,NA,NA,NA,VOLKSWAGEN,NA,NA,NA,NA,NEY6866,NA,NA,NA,OCCISO,TCE,25,NA,1,0,PEATON,CRUZ ROJA/CCO,20,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
116,23349,13851,C5/181108/05907,08/11/2018,15:53:00,AV.  REVOLUCIÓN,ESCANDÓN I SECCIÓN,MIGUEL HIDALGO,19.40146589,-99.18477165,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-1SD,806853,ATROPELLADO,T,5,10,TACUBAYA,TACUBAYA,MICROBUS,NA,NA,NA,SD,NA,NA,NA,SD,SD,NA,NA,NA,OCCISO,TCE SEVERO SIN SIGNOS VITALES,SD,NA,1,0,PEATON,CCO,AM2129,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
117,23413,14043,C5/181111/01443,11/11/2018,02:54:15,AV. GUELATAO,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,IZTAPALAPA,19.35902201,-99.04026316,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-5,UI-3SD,811523,CHOQUE,T,3,SD,SANTA CRUZ,SANTA CRUZ,AUTOMOVIL,OBJETO FIJO,NA,NA,JETTA,NA,NA,NA,NA,X58AHP,NA,NA,NA,OCCISO,POLICONTUNDIDO FX DE PELVIS FEMUR HUMERO DER DECESO DECESO DECESO DECESO,22 27 28 SD,27,4,1,PASAJERO,CCO,MX050G2,EN EL LUGAR DE LOS HECHOS,5,SD,ARBOL,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,RADIO
118,23414,14026,C5/181111/02136,11/11/2018,04:54:57,EJE CENTRAL LAZARO CARDENAS,GUERRERO,CUAUHTEMOC,19.44148933,-99.13994501,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-6,UI-3SD,811591,ATROPELLADO,T,2,SD,REVOLUCION ALAMEDA,REVOLUCION ALAMEDA,TAXI,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,DECESO,SD,NA,1,0,PEATON,CCO,MX047G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
119,23454,14087,C5/181112/06968,12/11/2018,17:37:58,CARLOS LAZO,TACUBAYA,MIGUEL HIDALGO,19.40241482,-99.18947979,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-5,UI-2CD,814357,ATROPELLADO,T,5,9,TACUBAYA,TACUBAYA,MICROBUS,NA,NA,NA,INTERNATIONAL,NA,NA,NA,5,513,NA,NA,NA,OCCISO,TCE SEVERO,82,NA,1,0,PEATON,ERUM/CCO,MX708G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
120,23508,14246,C5/181115/04833,15/11/2018,14:42:11,PERALVILLO,MORELOS,CUAUHTEMOC,19.44748113,-99.13244823,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-2CD,819475,ATROPELLADO,T,2,3,MORELOS,MORELOS,MICROBUS,NA,NA,NA,SD,NA,NA,NA,11,SD,NA,NA,NA,OCCISO,MUERTE POR TCE,14,NA,1,0,PEATON,ERUM/CCO,MX005G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
121,23516,14317,C5/181116/00352,16/11/2018,00:58:03,CARRETERA TLAHUAC CHALCO,LA HABANA,TLAHUAC,19.26472098,-98.99407016,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-2,UI-2SD,820321,CHOQUE,T,3,3,MIXQUIC,MIXQUIC,MOTOCICLETA,MICROBUS,NA,NA,YAMAHA,SD,NA,NA,SD,9P5ER,SD,NA,NA,OCCISO,OCCISO,24,NA,1,0,MOTOCICLISTA,ERUM/CCO,MX057G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
122,23517,14293,C5/181116/01048,16/11/2018,05:14:00,ARBOL DE FUEGO,CIUDAD JARDÍN,COYOACAN,19.33120603,-99.14438171,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-2,UI-2CD,820505,ATROPELLADO,T,4,9,COYOACAN,COYOACAN,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,MULTIPLES LESIONES,40,NA,1,0,PEATON,ERUM/CCO,MX043G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
123,23607,14536,C5/181120/01785,20/11/2018,08:10:27,AVENIDA CUAUHTEMOC,CENTRO,CUAUHTEMOC,19.42595575,-99.15355062,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1CD,827760,CHOQUE,CRUZ,2,SD,ROMA,ZONA VIAL 2,AUTOBUS DE PASAJEROS,BICICLETA,NA,NA,IPN,ECOBICI,NA,NA,NA,3CVG ,SD,NA,NA,OCCISO,SIN SIGNOS VITALES,30,NA,1,0,CICLISTA,CCO,MXGB03,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
124,23619,14519,C5/181120/06905,20/11/2018,18:01:15,AVENIDA TE Y SUR 173,GRANJAS MÉXICO,IZTACALCO,19.39522172,-99.0924077,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-3,UI-1CD,828835,ATROPELLADO,T,1,ZP 13,TLACOTAL,TLACOTAL,AUTOMOVIL,NA,NA,NA,MINI COOPER,NA,NA,NA,NA,PZS4668,NA,NA,NA,OCCISO,SIN SIGNOS VITALES,26,NA,1,0,PEATON,CCO,1132,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
125,23711,14768,C5/181124/03621,24/11/2018,09:44:30,ZARAGOZA,JARDÍN BALBUENA,VENUSTIANO CARRANZA,19.42661676,-99.1088137,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-2CD,835303,CHOQUE,CRUZ,1,SD,MERCED BALBUENA,MERCED BALBUENA,MOTOCICLETA,AUTOMOVIL,NA,NA,YAMAHA,EXPRESS VAN,NA,NA,NA,Y7G4QU,MVD3012,NA,NA,OCCISO,POLITRAUMATIZADO SIN SIGNOS VITALES,30,NA,1,0,MOTOCICLISTA,ERUM/CCO,387,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
126,23748,14873,C5/181126/02086,26/11/2018,08:27:00,CALLE DE SAN JUAN,SAN JUAN Y GUADALUPE TICOMÁN,GUSTAVO A MADERO,19.52106343,-99.1291984,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-1CD,838680,ATROPELLADO,T,1,10,TICOMAN,TICOMAN,TREN,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,MUTILACION TOTAL DE TROCO,40,NA,1,0,PEATON,CCO,T11452,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
127,23790,14976,C5/181127/04285,27/11/2018,13:37:00,SAN ANTONIO,ALFONSO XIII,ALVARO OBREGON,19.38508877,-99.19108189,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-2CD,840847,CHOQUE,GAZA,5,P-1.2.5,PLATEROS,PLATEROS,CAMION DE CARGA,BICICLETA,NA,NA,KENWORTH,SD,NA,NA,NA,53AB1AV,NA,NA,NA,OCCISO,DECESO POR ATROPELLAMIENTO,35,NA,1,0,CICLISTA,CCO,18PC,EN EL LUGAR DE LOS HECHOS,0,NA,SD,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
